gt,time_elapsed,current_time,current_task,trakstar0,trakstar1,trakstar2,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg_timer_stamp
0,0.31233573,20250615153922871,None,"translation: 
  x: -0.07858125
  y: -0.051903808593749996
  z: -0.10838408203125
rotation: 
  x: -0.13002488441930193
  y: 0.22134752624619194
  z: -0.007691612881141806
  w: 0.9664572629701352","translation: 
  x: -0.060275390625
  y: -0.0573732421875
  z: -0.11441162109375
rotation: 
  x: -0.13027128888822193
  y: 0.002686005956458185
  z: 0.08338827583004274
  w: 0.987961827257256","translation: 
  x: -0.02946796875
  y: -0.0649634765625
  z: -0.116532421875
rotation: 
  x: -0.41038426821127255
  y: -0.006835668952953974
  z: -0.06908908263164196
  w: 0.9092660362598958",17,4,15,32,44,18,20,15,1750016362870823621
0,0.312940598,20250615153922872,None,"translation: 
  x: -0.07858125
  y: -0.051903808593749996
  z: -0.10838408203125
rotation: 
  x: -0.13002488441930193
  y: 0.22134752624619194
  z: -0.007691612881141806
  w: 0.9664572629701352","translation: 
  x: -0.060275390625
  y: -0.0573732421875
  z: -0.11441162109375
rotation: 
  x: -0.13027128888822193
  y: 0.002686005956458185
  z: 0.08338827583004274
  w: 0.987961827257256","translation: 
  x: -0.02946796875
  y: -0.0649634765625
  z: -0.116532421875
rotation: 
  x: -0.41038426821127255
  y: -0.006835668952953974
  z: -0.06908908263164196
  w: 0.9092660362598958",23,16,10,25,29,5,23,29,1750016362871007204
0,0.327401638,20250615153922886,None,"translation: 
  x: -0.07858125
  y: -0.051903808593749996
  z: -0.10838408203125
rotation: 
  x: -0.12978155450966594
  y: 0.22147106291677704
  z: -0.007447483372614883
  w: 0.9664635799609741","translation: 
  x: -0.06016376953125
  y: -0.0573732421875
  z: -0.1145232421875
rotation: 
  x: -0.1309914571174951
  y: 0.002197433576994325
  z: 0.08338039628261804
  w: 0.9878684725021158","translation: 
  x: -0.02946796875
  y: -0.0649634765625
  z: -0.116532421875
rotation: 
  x: -0.4101767046834361
  y: -0.007202507612000812
  z: -0.06921731891532983
  w: 0.9093471051151534",-20,-20,-21,-38,-36,-26,-29,-35,1750016362885842323
0,0.327801466,20250615153922887,None,"translation: 
  x: -0.07858125
  y: -0.051903808593749996
  z: -0.10838408203125
rotation: 
  x: -0.12978155450966594
  y: 0.22147106291677704
  z: -0.007447483372614883
  w: 0.9664635799609741","translation: 
  x: -0.06016376953125
  y: -0.0573732421875
  z: -0.1145232421875
rotation: 
  x: -0.1309914571174951
  y: 0.002197433576994325
  z: 0.08338039628261804
  w: 0.9878684725021158","translation: 
  x: -0.02946796875
  y: -0.0649634765625
  z: -0.116532421875
rotation: 
  x: -0.4101767046834361
  y: -0.007202507612000812
  z: -0.06921731891532983
  w: 0.9093471051151534",-9,0,2,2,3,3,-2,-4,1750016362886187791
0,0.334832669,20250615153922894,None,"translation: 
  x: -0.07846962890625
  y: -0.051903808593749996
  z: -0.108495703125
rotation: 
  x: -0.12965824317144445
  y: 0.22159106530712966
  z: -0.007203235731746915
  w: 0.9664544754662472","translation: 
  x: -0.06016376953125
  y: -0.0573732421875
  z: -0.1145232421875
rotation: 
  x: -0.1316058723011296
  y: 0.0020754172811866447
  z: 0.08350502472539206
  w: 0.9877765424753614","translation: 
  x: -0.02946796875
  y: -0.0649634765625
  z: -0.11664404296875
rotation: 
  x: -0.41002543657803364
  y: -0.007446130286174473
  z: -0.06933445905814918
  w: 0.9094044365901609",18,19,26,57,66,28,32,45,1750016362893283843
0,0.335161209,20250615153922894,None,"translation: 
  x: -0.07846962890625
  y: -0.051903808593749996
  z: -0.108495703125
rotation: 
  x: -0.12965824317144445
  y: 0.22159106530712966
  z: -0.007203235731746915
  w: 0.9664544754662472","translation: 
  x: -0.06016376953125
  y: -0.0573732421875
  z: -0.1145232421875
rotation: 
  x: -0.1316058723011296
  y: 0.0020754172811866447
  z: 0.08350502472539206
  w: 0.9877765424753614","translation: 
  x: -0.02946796875
  y: -0.0649634765625
  z: -0.11664404296875
rotation: 
  x: -0.41002543657803364
  y: -0.007446130286174473
  z: -0.06933445905814918
  w: 0.9094044365901609",-17,-11,-14,-36,-43,-21,-21,-22,1750016362893465518
0,0.342249394,20250615153922901,None,"translation: 
  x: -0.07846962890625
  y: -0.051903808593749996
  z: -0.108495703125
rotation: 
  x: -0.12965824317144445
  y: 0.22159106530712966
  z: -0.007203235731746915
  w: 0.9664544754662472","translation: 
  x: -0.06016376953125
  y: -0.0573732421875
  z: -0.1145232421875
rotation: 
  x: -0.1316058723011296
  y: 0.0020754172811866447
  z: 0.08350502472539206
  w: 0.9877765424753614","translation: 
  x: -0.02946796875
  y: -0.0649634765625
  z: -0.11664404296875
rotation: 
  x: -0.41002543657803364
  y: -0.007446130286174473
  z: -0.06933445905814918
  w: 0.9094044365901609",-20,-22,-14,-31,-33,-18,-17,-32,1750016362900600433
0,0.34253645,20250615153922901,None,"translation: 
  x: -0.07846962890625
  y: -0.051903808593749996
  z: -0.108495703125
rotation: 
  x: -0.12965824317144445
  y: 0.22159106530712966
  z: -0.007203235731746915
  w: 0.9664544754662472","translation: 
  x: -0.06016376953125
  y: -0.0573732421875
  z: -0.1145232421875
rotation: 
  x: -0.1316058723011296
  y: 0.0020754172811866447
  z: 0.08350502472539206
  w: 0.9877765424753614","translation: 
  x: -0.02946796875
  y: -0.0649634765625
  z: -0.11664404296875
rotation: 
  x: -0.41002543657803364
  y: -0.007446130286174473
  z: -0.06933445905814918
  w: 0.9094044365901609",25,15,17,33,50,23,25,46,1750016362900930166
0,0.357367516,20250615153922916,None,"translation: 
  x: -0.07846962890625
  y: -0.051903808593749996
  z: -0.108495703125
rotation: 
  x: -0.12940447286349277
  y: 0.22206295862140882
  z: -0.006836462717316599
  w: 0.9663828369692535","translation: 
  x: -0.06016376953125
  y: -0.0573732421875
  z: -0.1145232421875
rotation: 
  x: -0.13319436856415334
  y: 0.0020754392901838753
  z: 0.08375007959212574
  w: 0.9875428481351388","translation: 
  x: -0.02946796875
  y: -0.0649634765625
  z: -0.11664404296875
rotation: 
  x: -0.4098219392928268
  y: -0.007568948536239278
  z: -0.06934133497715983
  w: 0.9094946224997198",5,8,2,-4,1,-1,-1,8,1750016362915691852
0,0.35767746,20250615153922916,None,"translation: 
  x: -0.07846962890625
  y: -0.051903808593749996
  z: -0.108495703125
rotation: 
  x: -0.12940447286349277
  y: 0.22206295862140882
  z: -0.006836462717316599
  w: 0.9663828369692535","translation: 
  x: -0.06016376953125
  y: -0.0573732421875
  z: -0.1145232421875
rotation: 
  x: -0.13319436856415334
  y: 0.0020754392901838753
  z: 0.08375007959212574
  w: 0.9875428481351388","translation: 
  x: -0.02946796875
  y: -0.0649634765625
  z: -0.11664404296875
rotation: 
  x: -0.4098219392928268
  y: -0.007568948536239278
  z: -0.06934133497715983
  w: 0.9094946224997198",-44,-32,-23,-43,-54,-35,-23,-41,1750016362915943861
