gt,time_elapsed,current_time,current_task,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg_timer_stamp,trakstar0,trakstar1,trakstar2,trakstar3
0,1.8032579420000001,20250509171349410,None,3,0,-1,1,1,-4,-2,-5,1746825229409992694,"translation: 
  x: -0.24032021484375
  y: 0.08304609375
  z: 0.06038701171875
rotation: 
  x: -0.13512819948427984
  y: -0.1915231662067164
  z: 0.7420454604019305
  w: 0.6280348566816799","translation: 
  x: -0.24054345703125
  y: 0.0613916015625
  z: 0.05815458984375
rotation: 
  x: 0.47295071255783033
  y: 0.6475298346429352
  z: 0.3450074118968582
  w: 0.4878448754210351","translation: 
  x: -0.235297265625
  y: 0.03382119140625
  z: 0.06105673828125
rotation: 
  x: 0.07117692504563866
  y: 0.13979001574143446
  z: 0.7258092957055265
  w: 0.6697712020589602","translation: 
  x: -0.23272998046875
  y: -0.02556123046875
  z: 0.06931669921875
rotation: 
  x: -0.0031739974500830663
  y: 0.06201502710162298
  z: 0.7009651291683447
  w: 0.7104871215185941"
0,1.810849189,20250509171349418,None,-2,-1,-1,-3,-10,-1,-5,0,1746825229417489767,"translation: 
  x: -0.24020859375
  y: 0.08304609375
  z: 0.06038701171875
rotation: 
  x: -0.1359868701779883
  y: -0.19116287136331211
  z: 0.7420683876229721
  w: 0.6279321904807645","translation: 
  x: -0.2404318359375
  y: 0.0613916015625
  z: 0.05815458984375
rotation: 
  x: 0.4725792293761465
  y: 0.6476447460192345
  z: 0.3442710996746921
  w: 0.4885719648574885","translation: 
  x: -0.235297265625
  y: 0.0339328125
  z: 0.061168359375
rotation: 
  x: 0.07044587991220269
  y: 0.14015922034524905
  z: 0.7254582641911759
  w: 0.6701515335148712","translation: 
  x: -0.23272998046875
  y: -0.02556123046875
  z: 0.0694283203125
rotation: 
  x: -0.0031741132736417383
  y: 0.06140688371699205
  z: 0.7008686270760465
  w: 0.7106351294564826"
0,1.8109998699999998,20250509171349418,None,-3,-9,-7,1,4,-3,1,0,1746825229417648792,"translation: 
  x: -0.24020859375
  y: 0.08304609375
  z: 0.06038701171875
rotation: 
  x: -0.1359868701779883
  y: -0.19116287136331211
  z: 0.7420683876229721
  w: 0.6279321904807645","translation: 
  x: -0.2404318359375
  y: 0.0613916015625
  z: 0.05815458984375
rotation: 
  x: 0.4725792293761465
  y: 0.6476447460192345
  z: 0.3442710996746921
  w: 0.4885719648574885","translation: 
  x: -0.235297265625
  y: 0.0339328125
  z: 0.061168359375
rotation: 
  x: 0.07044587991220269
  y: 0.14015922034524905
  z: 0.7254582641911759
  w: 0.6701515335148712","translation: 
  x: -0.23272998046875
  y: -0.02556123046875
  z: 0.0694283203125
rotation: 
  x: -0.0031741132736417383
  y: 0.06140688371699205
  z: 0.7008686270760465
  w: 0.7106351294564826"
0,1.825973987,20250509171349433,None,3,-8,2,3,-5,-12,1,-3,1746825229432538509,"translation: 
  x: -0.24020859375
  y: 0.08304609375
  z: 0.06038701171875
rotation: 
  x: -0.13684228542012597
  y: -0.19092001284306606
  z: 0.7420733747269812
  w: 0.6278143389078572","translation: 
  x: -0.2404318359375
  y: 0.0613916015625
  z: 0.05815458984375
rotation: 
  x: 0.4722132755970357
  y: 0.6476451465983132
  z: 0.34390506653486286
  w: 0.4891826771761432","translation: 
  x: -0.235297265625
  y: 0.0339328125
  z: 0.06127998046875
rotation: 
  x: 0.06983364308100927
  y: 0.1401556333164312
  z: 0.7251955243027887
  w: 0.6705006430085715","translation: 
  x: -0.23272998046875
  y: -0.02556123046875
  z: 0.06953994140625
rotation: 
  x: -0.00317422783246718
  y: 0.0607986715603329
  z: 0.7007718368600618
  w: 0.71078286310092"
0,1.826149702,20250509171349433,None,2,-2,3,-8,-4,-4,4,5,1746825229432699680,"translation: 
  x: -0.24020859375
  y: 0.08304609375
  z: 0.06038701171875
rotation: 
  x: -0.13684228542012597
  y: -0.19092001284306606
  z: 0.7420733747269812
  w: 0.6278143389078572","translation: 
  x: -0.2404318359375
  y: 0.0613916015625
  z: 0.05815458984375
rotation: 
  x: 0.4722132755970357
  y: 0.6476451465983132
  z: 0.34390506653486286
  w: 0.4891826771761432","translation: 
  x: -0.235297265625
  y: 0.0339328125
  z: 0.06127998046875
rotation: 
  x: 0.06983364308100927
  y: 0.1401556333164312
  z: 0.7251955243027887
  w: 0.6705006430085715","translation: 
  x: -0.23272998046875
  y: -0.02556123046875
  z: 0.06953994140625
rotation: 
  x: -0.00317422783246718
  y: 0.0607986715603329
  z: 0.7007718368600618
  w: 0.71078286310092"
0,1.832907199,20250509171349440,None,-7,-3,2,-4,3,-2,-4,-3,1746825229439646244,"translation: 
  x: -0.24020859375
  y: 0.08315771484375
  z: 0.0604986328125
rotation: 
  x: -0.13745807374429253
  y: -0.1906834024765408
  z: 0.7421026912003146
  w: 0.6277170650027993","translation: 
  x: -0.24032021484375
  y: 0.0613916015625
  z: 0.05815458984375
rotation: 
  x: 0.4719701279961481
  y: 0.647646541391507
  z: 0.34353956031587196
  w: 0.4896720598532205","translation: 
  x: -0.235297265625
  y: 0.0339328125
  z: 0.06127998046875
rotation: 
  x: 0.06922139842695296
  y: 0.14015196718543563
  z: 0.7249323877588125
  w: 0.6708493551254084","translation: 
  x: -0.23272998046875
  y: -0.02556123046875
  z: 0.06953994140625
rotation: 
  x: -0.003174065613443884
  y: 0.06018516720876286
  z: 0.7006139444444017
  w: 0.71099069741143"
0,1.833043575,20250509171349440,None,8,-6,-2,0,7,0,-4,-11,1746825229439899682,"translation: 
  x: -0.24020859375
  y: 0.08315771484375
  z: 0.0604986328125
rotation: 
  x: -0.13745807374429253
  y: -0.1906834024765408
  z: 0.7421026912003146
  w: 0.6277170650027993","translation: 
  x: -0.24032021484375
  y: 0.0613916015625
  z: 0.05815458984375
rotation: 
  x: 0.4719701279961481
  y: 0.647646541391507
  z: 0.34353956031587196
  w: 0.4896720598532205","translation: 
  x: -0.235297265625
  y: 0.0339328125
  z: 0.06127998046875
rotation: 
  x: 0.06922139842695296
  y: 0.14015196718543563
  z: 0.7249323877588125
  w: 0.6708493551254084","translation: 
  x: -0.23272998046875
  y: -0.02556123046875
  z: 0.06953994140625
rotation: 
  x: -0.003174065613443884
  y: 0.06018516720876286
  z: 0.7006139444444017
  w: 0.71099069741143"
0,1.840998888,20250509171349448,None,-10,-6,-10,-4,2,-3,5,2,1746825229447508811,"translation: 
  x: -0.24020859375
  y: 0.08315771484375
  z: 0.0604986328125
rotation: 
  x: -0.13745807374429253
  y: -0.1906834024765408
  z: 0.7421026912003146
  w: 0.6277170650027993","translation: 
  x: -0.24032021484375
  y: 0.0613916015625
  z: 0.05815458984375
rotation: 
  x: 0.4719701279961481
  y: 0.647646541391507
  z: 0.34353956031587196
  w: 0.4896720598532205","translation: 
  x: -0.235297265625
  y: 0.0339328125
  z: 0.06127998046875
rotation: 
  x: 0.06922139842695296
  y: 0.14015196718543563
  z: 0.7249323877588125
  w: 0.6708493551254084","translation: 
  x: -0.23272998046875
  y: -0.02556123046875
  z: 0.06953994140625
rotation: 
  x: -0.003174065613443884
  y: 0.06018516720876286
  z: 0.7006139444444017
  w: 0.71099069741143"
0,1.841239214,20250509171349448,None,5,2,-2,7,4,7,5,4,1746825229447767257,"translation: 
  x: -0.24020859375
  y: 0.08315771484375
  z: 0.0604986328125
rotation: 
  x: -0.13745807374429253
  y: -0.1906834024765408
  z: 0.7421026912003146
  w: 0.6277170650027993","translation: 
  x: -0.24032021484375
  y: 0.0613916015625
  z: 0.05815458984375
rotation: 
  x: 0.4719701279961481
  y: 0.647646541391507
  z: 0.34353956031587196
  w: 0.4896720598532205","translation: 
  x: -0.235297265625
  y: 0.0339328125
  z: 0.06127998046875
rotation: 
  x: 0.06922139842695296
  y: 0.14015196718543563
  z: 0.7249323877588125
  w: 0.6708493551254084","translation: 
  x: -0.23272998046875
  y: -0.02556123046875
  z: 0.06953994140625
rotation: 
  x: -0.003174065613443884
  y: 0.06018516720876286
  z: 0.7006139444444017
  w: 0.71099069741143"
0,1.855740547,20250509171349463,None,4,-6,-5,-9,-2,-3,-1,-1,1746825229462546586,"translation: 
  x: -0.24009697265625
  y: 0.08315771484375
  z: 0.0604986328125
rotation: 
  x: -0.13806935307117357
  y: -0.19068464146522823
  z: 0.7419854358678983
  w: 0.627721143671065","translation: 
  x: -0.24032021484375
  y: 0.0613916015625
  z: 0.0582662109375
rotation: 
  x: 0.4717725342693197
  y: 0.6475883855498115
  z: 0.343329287361627
  w: 0.4900866854443709","translation: 
  x: -0.23518564453125
  y: 0.0339328125
  z: 0.0613916015625
rotation: 
  x: 0.0688589717488677
  y: 0.14003766063111922
  z: 0.7247284686192884
  w: 0.6711307938005775","translation: 
  x: -0.23272998046875
  y: -0.02556123046875
  z: 0.0696515625
rotation: 
  x: -0.0031742006286497406
  y: 0.05945521946740087
  z: 0.7005216618150846
  w: 0.7111430254571048"
0,1.856324911,20250509171349463,None,-2,-3,0,-12,-4,-5,-4,-6,1746825229462767839,"translation: 
  x: -0.24009697265625
  y: 0.08315771484375
  z: 0.06061025390625
rotation: 
  x: -0.13855023514880097
  y: -0.19067442053077277
  z: 0.7418235938319502
  w: 0.6278095677271219","translation: 
  x: -0.24032021484375
  y: 0.0613916015625
  z: 0.05837783203125
rotation: 
  x: 0.4717076004490881
  y: 0.6474992527903629
  z: 0.34315995467453064
  w: 0.49038546351034856","translation: 
  x: -0.23518564453125
  y: 0.0339328125
  z: 0.06150322265625
rotation: 
  x: 0.06861311114980782
  y: 0.13979005741375436
  z: 0.724588638210159
  w: 0.6713585377451834","translation: 
  x: -0.23272998046875
  y: -0.02556123046875
  z: 0.0696515625
rotation: 
  x: -0.003052245259260994
  y: 0.058725198788181596
  z: 0.7004292420952137
  w: 0.7112952352181829"
0,1.863089561,20250509171349470,None,3,9,4,11,2,2,9,4,1746825229469869136,"translation: 
  x: -0.24009697265625
  y: 0.08315771484375
  z: 0.06061025390625
rotation: 
  x: -0.13855023514880097
  y: -0.19067442053077277
  z: 0.7418235938319502
  w: 0.6278095677271219","translation: 
  x: -0.24032021484375
  y: 0.0613916015625
  z: 0.05837783203125
rotation: 
  x: 0.4717076004490881
  y: 0.6474992527903629
  z: 0.34315995467453064
  w: 0.49038546351034856","translation: 
  x: -0.23518564453125
  y: 0.0339328125
  z: 0.06150322265625
rotation: 
  x: 0.06861311114980782
  y: 0.13979005741375436
  z: 0.724588638210159
  w: 0.6713585377451834","translation: 
  x: -0.23272998046875
  y: -0.02556123046875
  z: 0.0696515625
rotation: 
  x: -0.003052245259260994
  y: 0.058725198788181596
  z: 0.7004292420952137
  w: 0.7112952352181829"
0,1.863418817,20250509171349470,None,-2,-4,-1,0,8,1,2,2,1746825229470047235,"translation: 
  x: -0.24009697265625
  y: 0.08315771484375
  z: 0.06061025390625
rotation: 
  x: -0.13855023514880097
  y: -0.19067442053077277
  z: 0.7418235938319502
  w: 0.6278095677271219","translation: 
  x: -0.24032021484375
  y: 0.0613916015625
  z: 0.05837783203125
rotation: 
  x: 0.4717076004490881
  y: 0.6474992527903629
  z: 0.34315995467453064
  w: 0.49038546351034856","translation: 
  x: -0.23518564453125
  y: 0.0339328125
  z: 0.06150322265625
rotation: 
  x: 0.06861311114980782
  y: 0.13979005741375436
  z: 0.724588638210159
  w: 0.6713585377451834","translation: 
  x: -0.23272998046875
  y: -0.02556123046875
  z: 0.0696515625
rotation: 
  x: -0.003052245259260994
  y: 0.058725198788181596
  z: 0.7004292420952137
  w: 0.7112952352181829"
0,1.870443344,20250509171349477,None,-8,-4,-4,-6,-5,-4,-4,-5,1746825229477350950,"translation: 
  x: -0.2399853515625
  y: 0.08315771484375
  z: 0.060721875
rotation: 
  x: -0.13892196832118303
  y: -0.190681998697441
  z: 0.7417310013352444
  w: 0.6278345193988087","translation: 
  x: -0.24020859375
  y: 0.0613916015625
  z: 0.058489453125
rotation: 
  x: 0.4717561559023687
  y: 0.6474438133411651
  z: 0.3429510978079073
  w: 0.4905580316810863","translation: 
  x: -0.23518564453125
  y: 0.0339328125
  z: 0.06161484375
rotation: 
  x: 0.06836724938307386
  y: 0.13954243936580968
  z: 0.7244486747127863
  w: 0.6715861408148024","translation: 
  x: -0.23272998046875
  y: -0.0256728515625
  z: 0.06976318359375
rotation: 
  x: -0.0030520890361747125
  y: 0.05811177524876645
  z: 0.7003933920213721
  w: 0.7113809125516011"
0,1.8705728050000001,20250509171349477,None,2,-7,-3,-2,-1,-4,-4,-7,1746825229477508544,"translation: 
  x: -0.2399853515625
  y: 0.08315771484375
  z: 0.060721875
rotation: 
  x: -0.13892196832118303
  y: -0.190681998697441
  z: 0.7417310013352444
  w: 0.6278345193988087","translation: 
  x: -0.24020859375
  y: 0.0613916015625
  z: 0.058489453125
rotation: 
  x: 0.4717561559023687
  y: 0.6474438133411651
  z: 0.3429510978079073
  w: 0.4905580316810863","translation: 
  x: -0.23518564453125
  y: 0.0339328125
  z: 0.06161484375
rotation: 
  x: 0.06836724938307386
  y: 0.13954243936580968
  z: 0.7244486747127863
  w: 0.6715861408148024","translation: 
  x: -0.23272998046875
  y: -0.0256728515625
  z: 0.06976318359375
rotation: 
  x: -0.0030520890361747125
  y: 0.05811177524876645
  z: 0.7003933920213721
  w: 0.7113809125516011"
0,1.8858551970000001,20250509171349493,None,0,-3,-7,-4,-10,1,-1,-1,1746825229492658376,"translation: 
  x: -0.2399853515625
  y: 0.08315771484375
  z: 0.06083349609375
rotation: 
  x: -0.13916008781966913
  y: -0.1907958046159148
  z: 0.7415767837758683
  w: 0.6279293787231385","translation: 
  x: -0.24020859375
  y: 0.0613916015625
  z: 0.05860107421875
rotation: 
  x: 0.47173692105919784
  y: 0.6472953300869222
  z: 0.34293711471410115
  w: 0.49078220048084253","translation: 
  x: -0.23518564453125
  y: 0.0339328125
  z: 0.06172646484375
rotation: 
  x: 0.0682484969820513
  y: 0.13930507165746076
  z: 0.724361954551897
  w: 0.6717410203850559","translation: 
  x: -0.23272998046875
  y: -0.0256728515625
  z: 0.06976318359375
rotation: 
  x: -0.0030521711481143457
  y: 0.05762499127639881
  z: 0.700290148223355
  w: 0.7115221380484159"
0,1.88607192,20250509171349493,None,-3,2,-5,-1,2,6,6,-1,1746825229492887735,"translation: 
  x: -0.2399853515625
  y: 0.08315771484375
  z: 0.06083349609375
rotation: 
  x: -0.13916008781966913
  y: -0.1907958046159148
  z: 0.7415767837758683
  w: 0.6279293787231385","translation: 
  x: -0.24020859375
  y: 0.0613916015625
  z: 0.05860107421875
rotation: 
  x: 0.47173692105919784
  y: 0.6472953300869222
  z: 0.34293711471410115
  w: 0.49078220048084253","translation: 
  x: -0.23518564453125
  y: 0.0339328125
  z: 0.06172646484375
rotation: 
  x: 0.0682484969820513
  y: 0.13930507165746076
  z: 0.724361954551897
  w: 0.6717410203850559","translation: 
  x: -0.23272998046875
  y: -0.0256728515625
  z: 0.06976318359375
rotation: 
  x: -0.0030521711481143457
  y: 0.05762499127639881
  z: 0.700290148223355
  w: 0.7115221380484159"
0,1.893339395,20250509171349500,None,-2,-5,3,-2,-4,4,-1,2,1746825229500067234,"translation: 
  x: -0.2399853515625
  y: 0.08315771484375
  z: 0.06083349609375
rotation: 
  x: -0.13916008781966913
  y: -0.1907958046159148
  z: 0.7415767837758683
  w: 0.6279293787231385","translation: 
  x: -0.24020859375
  y: 0.0613916015625
  z: 0.05860107421875
rotation: 
  x: 0.47173692105919784
  y: 0.6472953300869222
  z: 0.34293711471410115
  w: 0.49078220048084253","translation: 
  x: -0.23518564453125
  y: 0.0339328125
  z: 0.06172646484375
rotation: 
  x: 0.0682484969820513
  y: 0.13930507165746076
  z: 0.724361954551897
  w: 0.6717410203850559","translation: 
  x: -0.23272998046875
  y: -0.0256728515625
  z: 0.06976318359375
rotation: 
  x: -0.0030521711481143457
  y: 0.05762499127639881
  z: 0.700290148223355
  w: 0.7115221380484159"
0,1.893546104,20250509171349500,None,0,-5,-5,0,10,1,-4,-6,1746825229500316858,"translation: 
  x: -0.2399853515625
  y: 0.08315771484375
  z: 0.06083349609375
rotation: 
  x: -0.13916008781966913
  y: -0.1907958046159148
  z: 0.7415767837758683
  w: 0.6279293787231385","translation: 
  x: -0.24020859375
  y: 0.0613916015625
  z: 0.05860107421875
rotation: 
  x: 0.47173692105919784
  y: 0.6472953300869222
  z: 0.34293711471410115
  w: 0.49078220048084253","translation: 
  x: -0.23518564453125
  y: 0.0339328125
  z: 0.06172646484375
rotation: 
  x: 0.0682484969820513
  y: 0.13930507165746076
  z: 0.724361954551897
  w: 0.6717410203850559","translation: 
  x: -0.23272998046875
  y: -0.0256728515625
  z: 0.06976318359375
rotation: 
  x: -0.0030521711481143457
  y: 0.05762499127639881
  z: 0.700290148223355
  w: 0.7115221380484159"
0,1.90120697,20250509171349508,None,3,1,0,10,14,11,1,-5,1746825229507881402,"translation: 
  x: -0.2399853515625
  y: 0.08315771484375
  z: 0.06083349609375
rotation: 
  x: -0.1392797910659641
  y: -0.19079256217011556
  z: 0.7415641811794319
  w: 0.6279187074875717","translation: 
  x: -0.24020859375
  y: 0.0613916015625
  z: 0.0587126953125
rotation: 
  x: 0.47172839955581025
  y: 0.6472836372787024
  z: 0.3428088369442845
  w: 0.4908954178607436","translation: 
  x: -0.23518564453125
  y: 0.0339328125
  z: 0.0618380859375
rotation: 
  x: 0.06812413712828524
  y: 0.1390562584034353
  z: 0.7242157373566094
  w: 0.671962814971473","translation: 
  x: -0.23272998046875
  y: -0.0256728515625
  z: 0.0698748046875
rotation: 
  x: -0.0029299129424622205
  y: 0.05713330237801326
  z: 0.7002491932484702
  w: 0.7116026059005115"
0,1.901387214,20250509171349508,None,0,2,2,8,3,10,2,1,1746825229508103132,"translation: 
  x: -0.2399853515625
  y: 0.08315771484375
  z: 0.06083349609375
rotation: 
  x: -0.1392797910659641
  y: -0.19079256217011556
  z: 0.7415641811794319
  w: 0.6279187074875717","translation: 
  x: -0.24020859375
  y: 0.0613916015625
  z: 0.0587126953125
rotation: 
  x: 0.47172839955581025
  y: 0.6472836372787024
  z: 0.3428088369442845
  w: 0.4908954178607436","translation: 
  x: -0.23518564453125
  y: 0.0339328125
  z: 0.0618380859375
rotation: 
  x: 0.06812413712828524
  y: 0.1390562584034353
  z: 0.7242157373566094
  w: 0.671962814971473","translation: 
  x: -0.23272998046875
  y: -0.0256728515625
  z: 0.0698748046875
rotation: 
  x: -0.0029299129424622205
  y: 0.05713330237801326
  z: 0.7002491932484702
  w: 0.7116026059005115"
